m,n,p,lambda,R
1251,26,0.4,0.0281345139217778,0.0010406676771083335
1301,26,0.4,0.0281345139217778,0.001082261109446796
1351,26,0.4,0.0281345139217778,0.0011238545417852589
1401,26,0.4,0.0281345139217778,0.0011654479741237214
1451,26,0.4,0.0281345139217778,0.001207041406462184
1501,26,0.4,0.0281345139217778,0.0012486348388006463
1551,26,0.4,0.0281345139217778,0.001290228271139109
1601,26,0.4,0.0281345139217778,0.0013318217034775715
1651,26,0.4,0.0281345139217778,0.0013734151358160342
1701,26,0.4,0.0281345139217778,0.0014150085681544967
1751,26,0.4,0.0281345139217778,0.0014566020004929594
1801,26,0.4,0.0281345139217778,0.0014981954328314219
1851,26,0.4,0.0281345139217778,0.0015397888651698846
1901,26,0.4,0.0281345139217778,0.001581382297508347
1951,26,0.4,0.0281345139217778,0.0016229757298468097
2001,26,0.4,0.0281345139217778,0.0016645691621852722
2051,26,0.4,0.0281345139217778,0.001706162594523735
2101,26,0.4,0.0281345139217778,0.0017477560268621974
2151,26,0.4,0.0281345139217778,0.00178934945920066
2201,26,0.4,0.0281345139217778,0.0018309428915391224
2251,26,0.4,0.0281345139217778,0.001872536323877585
2301,26,0.4,0.0281345139217778,0.0019141297562160476
2351,26,0.4,0.0281345139217778,0.00195572318855451
2401,26,0.4,0.0281345139217778,0.0019973166208929727
2451,26,0.4,0.0281345139217778,0.0020389100532314354
2501,26,0.4,0.0281345139217778,0.0020805034855698977
2551,26,0.4,0.0281345139217778,0.0021220969179083604
2601,26,0.4,0.0281345139217778,0.0021636903502468227
2651,26,0.4,0.0281345139217778,0.002205283782585286
2701,26,0.4,0.0281345139217778,0.002246877214923748
2751,26,0.4,0.0281345139217778,0.0022884706472622103
2801,26,0.4,0.0281345139217778,0.002330064079600673
2851,26,0.4,0.0281345139217778,0.0023716575119391357
2901,26,0.4,0.0281345139217778,0.0024132509442775984
2951,26,0.4,0.0281345139217778,0.002454844376616061
3001,26,0.4,0.0281345139217778,0.0024964378089545234
3051,26,0.4,0.0281345139217778,0.0025380312412929865
3101,26,0.4,0.0281345139217778,0.0025796246736314488
3151,26,0.4,0.0281345139217778,0.0026212181059699115
3201,26,0.4,0.0281345139217778,0.0026628115383083737
3251,26,0.4,0.0281345139217778,0.0027044049706468364
3301,26,0.4,0.0281345139217778,0.002745998402985299
3351,26,0.4,0.0281345139217778,0.0027875918353237614
3401,26,0.4,0.0281345139217778,0.002829185267662224
3451,26,0.4,0.0281345139217778,0.002870778700000687
3501,26,0.4,0.0281345139217778,0.002912372132339149
3551,26,0.4,0.0281345139217778,0.0029539655646776118
3601,26,0.4,0.0281345139217778,0.0029955589970160745
3651,26,0.4,0.0281345139217778,0.003037152429354537
3701,26,0.4,0.0281345139217778,0.003078745861693
3751,26,0.4,0.0281345139217778,0.003120339294031462
3801,26,0.4,0.0281345139217778,0.003161932726369925
3851,26,0.4,0.0281345139217778,0.0032035261587083875
3901,26,0.4,0.0281345139217778,0.0032451195910468502
3951,26,0.4,0.0281345139217778,0.0032867130233853125
4001,26,0.4,0.0281345139217778,0.003328306455723775
4051,26,0.4,0.0281345139217778,0.003369899888062237
4101,26,0.4,0.0281345139217778,0.0034114933204007006
4151,26,0.4,0.0281345139217778,0.0034530867527391624
4201,26,0.4,0.0281345139217778,0.003494680185077625
4251,26,0.4,0.0281345139217778,0.0035362736174160874
4301,26,0.4,0.0281345139217778,0.0035778670497545505
4351,26,0.4,0.0281345139217778,0.0036194604820930128
4401,26,0.4,0.0281345139217778,0.0036610539144314755
4451,26,0.4,0.0281345139217778,0.0037026473467699377
4501,26,0.4,0.0281345139217778,0.003744240779108401
4551,26,0.4,0.0281345139217778,0.003785834211446863
4601,26,0.4,0.0281345139217778,0.003827427643785326
4651,26,0.4,0.0281345139217778,0.003869021076123788
4701,26,0.4,0.0281345139217778,0.00391061450846225
4751,26,0.4,0.0281345139217778,0.003952207940800713
4801,26,0.4,0.0281345139217778,0.003993801373139177
4851,26,0.4,0.0281345139217778,0.004035394805477639
4901,26,0.4,0.0281345139217778,0.004076988237816101
4951,26,0.4,0.0281345139217778,0.004118581670154564
1,11,0.4,0.029755350646273236,0.0007945271194108231
51,16,0.4,0.029755350646273236,0.004567794054142896
101,21,0.4,0.029755350646273236,0.0009229969527365987
151,21,0.4,0.029755350646273236,0.0013799261372596675
201,21,0.4,0.029755350646273236,0.001836855321782736
251,21,0.4,0.029755350646273236,0.0022937845063058047
301,21,0.4,0.029755350646273236,0.002750713690828873
351,21,0.4,0.029755350646273236,0.0032076428753519412
401,21,0.4,0.029755350646273236,0.00366457205987501
451,21,0.4,0.029755350646273236,0.004121501244398079
501,21,0.4,0.029755350646273236,0.004578430428921148
601,26,0.4,0.029755350646273236,0.0005287554834035026
651,26,0.4,0.029755350646273236,0.0005727451242856574
701,26,0.4,0.029755350646273236,0.0006167347651678124
751,26,0.4,0.029755350646273236,0.0006607244060499674
801,26,0.4,0.029755350646273236,0.0007047140469321223
851,26,0.4,0.029755350646273236,0.0007487036878142773
901,26,0.4,0.029755350646273236,0.0007926933286964323
951,26,0.4,0.029755350646273236,0.0008366829695785874
1001,26,0.4,0.029755350646273236,0.0008806726104607423
1051,26,0.4,0.029755350646273236,0.0009246622513428973
1101,26,0.4,0.029755350646273236,0.0009686518922250521
1151,26,0.4,0.029755350646273236,0.0010126415331072071
1201,26,0.4,0.029755350646273236,0.001056631173989362
1251,26,0.4,0.029755350646273236,0.0011006208148715171
1301,26,0.4,0.029755350646273236,0.0011446104557536721
1351,26,0.4,0.029755350646273236,0.001188600096635827
1401,26,0.4,0.029755350646273236,0.0012325897375179819
1451,26,0.4,0.029755350646273236,0.0012765793784001367
1501,26,0.4,0.029755350646273236,0.0013205690192822916
1551,26,0.4,0.029755350646273236,0.0013645586601644469
1601,26,0.4,0.029755350646273236,0.0014085483010466018
1651,26,0.4,0.029755350646273236,0.0014525379419287566
1701,26,0.4,0.029755350646273236,0.0014965275828109116
1751,26,0.4,0.029755350646273236,0.0015405172236930666
1801,26,0.4,0.029755350646273236,0.0015845068645752216
1851,26,0.4,0.029755350646273236,0.0016284965054573764
1901,26,0.4,0.029755350646273236,0.0016724861463395316
1951,26,0.4,0.029755350646273236,0.0017164757872216864
2001,26,0.4,0.029755350646273236,0.0017604654281038411
2051,26,0.4,0.029755350646273236,0.0018044550689859961
2101,26,0.4,0.029755350646273236,0.001848444709868151
2151,26,0.4,0.029755350646273236,0.001892434350750306
2201,26,0.4,0.029755350646273236,0.0019364239916324613
2251,26,0.4,0.029755350646273236,0.001980413632514616
2301,26,0.4,0.029755350646273236,0.002024403273396771
2351,26,0.4,0.029755350646273236,0.0020683929142789265
2401,26,0.4,0.029755350646273236,0.0021123825551610806
2451,26,0.4,0.029755350646273236,0.002156372196043236
2501,26,0.4,0.029755350646273236,0.0022003618369253906
2551,26,0.4,0.029755350646273236,0.002244351477807546
2601,26,0.4,0.029755350646273236,0.0022883411186897006
2651,26,0.4,0.029755350646273236,0.0023323307595718556
2701,26,0.4,0.029755350646273236,0.002376320400454011
2751,26,0.4,0.029755350646273236,0.0024203100413361656
2801,26,0.4,0.029755350646273236,0.0024642996822183206
2851,26,0.4,0.029755350646273236,0.002508289323100475
2901,26,0.4,0.029755350646273236,0.0025522789639826305
2951,26,0.4,0.029755350646273236,0.002596268604864785
3001,26,0.4,0.029755350646273236,0.0026402582457469405
3051,26,0.4,0.029755350646273236,0.0026842478866290955
3101,26,0.4,0.029755350646273236,0.00272823752751125
3151,26,0.4,0.029755350646273236,0.0027722271683934055
3201,26,0.4,0.029755350646273236,0.00281621680927556
3251,26,0.4,0.029755350646273236,0.002860206450157715
3301,26,0.4,0.029755350646273236,0.00290419609103987
3351,26,0.4,0.029755350646273236,0.002948185731922025
3401,26,0.4,0.029755350646273236,0.00299217537280418
3451,26,0.4,0.029755350646273236,0.0030361650136863346
3501,26,0.4,0.029755350646273236,0.00308015465456849
3551,26,0.4,0.029755350646273236,0.0031241442954506446
3601,26,0.4,0.029755350646273236,0.0031681339363328
3651,26,0.4,0.029755350646273236,0.0032121235772149545
3701,26,0.4,0.029755350646273236,0.00325611321809711
3751,26,0.4,0.029755350646273236,0.0033001028589792645
3801,26,0.4,0.029755350646273236,0.0033440924998614195
3851,26,0.4,0.029755350646273236,0.0033880821407435745
3901,26,0.4,0.029755350646273236,0.003432071781625729
3951,26,0.4,0.029755350646273236,0.0034760614225078845
4001,26,0.4,0.029755350646273236,0.0035200510633900395
4051,26,0.4,0.029755350646273236,0.0035640407042721945
4101,26,0.4,0.029755350646273236,0.003608030345154349
4151,26,0.4,0.029755350646273236,0.0036520199860365045
4201,26,0.4,0.029755350646273236,0.003696009626918659
4251,26,0.4,0.029755350646273236,0.0037399992678008144
4301,26,0.4,0.029755350646273236,0.003783988908682969
4351,26,0.4,0.029755350646273236,0.003827978549565124
4401,26,0.4,0.029755350646273236,0.003871968190447279
4451,26,0.4,0.029755350646273236,0.0039159578313294335
4501,26,0.4,0.029755350646273236,0.0039599474722115885
4551,26,0.4,0.029755350646273236,0.0040039371130937435
4601,26,0.4,0.029755350646273236,0.004047926753975899
4651,26,0.4,0.029755350646273236,0.004091916394858054
4701,26,0.4,0.029755350646273236,0.0041359060357402085
4751,26,0.4,0.029755350646273236,0.0041798956766223635
4801,26,0.4,0.029755350646273236,0.0042238853175045185
4851,26,0.4,0.029755350646273236,0.0042678749583866735
4901,26,0.4,0.029755350646273236,0.0043118645992688285
4951,26,0.4,0.029755350646273236,0.0043558542401509835
1,11,0.4,0.03146956419948435,0.0008403000351018168
51,16,0.4,0.03146956419948435,0.004830945867373825
101,21,0.4,0.03146956419948435,0.000976171049212985
151,21,0.4,0.03146956419948435,0.0014594240438728786
201,21,0.4,0.03146956419948435,0.0019426770385327719
251,21,0.4,0.03146956419948435,0.002425930033192666
301,21,0.4,0.03146956419948435,0.002909183027852559
351,21,0.4,0.03146956419948435,0.003392436022512453
401,21,0.4,0.03146956419948435,0.0038756890171723463
451,21,0.4,0.03146956419948435,0.004358942011832239
501,21,0.4,0.03146956419948435,0.004842195006492135
551,26,0.4,0.03146956419948435,0.0005126933298248111
601,26,0.4,0.03146956419948435,0.0005592172254531968
651,26,0.4,0.03146956419948435,0.0006057411210815825
701,26,0.4,0.03146956419948435,0.0006522650167099683
751,26,0.4,0.03146956419948435,0.000698788912338354
801,26,0.4,0.03146956419948435,0.0007453128079667397
851,26,0.4,0.03146956419948435,0.0007918367035951255
901,26,0.4,0.03146956419948435,0.0008383605992235112
951,26,0.4,0.03146956419948435,0.0008848844948518972
1001,26,0.4,0.03146956419948435,0.0009314083904802829
1051,26,0.4,0.03146956419948435,0.0009779322861086688
1101,26,0.4,0.03146956419948435,0.0010244561817370544
1151,26,0.4,0.03146956419948435,0.00107098007736544
1201,26,0.4,0.03146956419948435,0.0011175039729938259
1251,26,0.4,0.03146956419948435,0.0011640278686222117
1301,26,0.4,0.03146956419948435,0.0012105517642505975
1351,26,0.4,0.03146956419948435,0.0012570756598789831
1401,26,0.4,0.03146956419948435,0.001303599555507369
1451,26,0.4,0.03146956419948435,0.0013501234511357546
1501,26,0.4,0.03146956419948435,0.0013966473467641404
1551,26,0.4,0.03146956419948435,0.0014431712423925264
1601,26,0.4,0.03146956419948435,0.001489695138020912
1651,26,0.4,0.03146956419948435,0.0015362190336492979
1701,26,0.4,0.03146956419948435,0.0015827429292776837
1751,26,0.4,0.03146956419948435,0.0016292668249060693
1801,26,0.4,0.03146956419948435,0.0016757907205344552
1851,26,0.4,0.03146956419948435,0.001722314616162841
1901,26,0.4,0.03146956419948435,0.0017688385117912266
1951,26,0.4,0.03146956419948435,0.0018153624074196124
2001,26,0.4,0.03146956419948435,0.0018618863030479983
2051,26,0.4,0.03146956419948435,0.001908410198676384
2101,26,0.4,0.03146956419948435,0.0019549340943047695
2151,26,0.4,0.03146956419948435,0.0020014579899331553
2201,26,0.4,0.03146956419948435,0.002047981885561541
2251,26,0.4,0.03146956419948435,0.0020945057811899265
2301,26,0.4,0.03146956419948435,0.002141029676818313
2351,26,0.4,0.03146956419948435,0.002187553572446698
2401,26,0.4,0.03146956419948435,0.0022340774680750844
2451,26,0.4,0.03146956419948435,0.0022806013637034694
2501,26,0.4,0.03146956419948435,0.0023271252593318557
2551,26,0.4,0.03146956419948435,0.0023736491549602415
2601,26,0.4,0.03146956419948435,0.002420173050588627
2651,26,0.4,0.03146956419948435,0.002466696946217013
2701,26,0.4,0.03146956419948435,0.0025132208418453986
2751,26,0.4,0.03146956419948435,0.002559744737473785
2801,26,0.4,0.03146956419948435,0.00260626863310217
2851,26,0.4,0.03146956419948435,0.002652792528730556
2901,26,0.4,0.03146956419948435,0.002699316424358942
2951,26,0.4,0.03146956419948435,0.0027458403199873277
3001,26,0.4,0.03146956419948435,0.002792364215615713
3051,26,0.4,0.03146956419948435,0.0028388881112440994
3101,26,0.4,0.03146956419948435,0.0028854120068724847
3151,26,0.4,0.03146956419948435,0.002931935902500871
3201,26,0.4,0.03146956419948435,0.002978459798129256
3251,26,0.4,0.03146956419948435,0.003024983693757642
3301,26,0.4,0.03146956419948435,0.0030715075893860276
3351,26,0.4,0.03146956419948435,0.0031180314850144135
3401,26,0.4,0.03146956419948435,0.0031645553806427993
3451,26,0.4,0.03146956419948435,0.003211079276271185
3501,26,0.4,0.03146956419948435,0.003257603171899571
3551,26,0.4,0.03146956419948435,0.0033041270675279563
3601,26,0.4,0.03146956419948435,0.0033506509631563417
3651,26,0.4,0.03146956419948435,0.003397174858784728
3701,26,0.4,0.03146956419948435,0.003443698754413114
3751,26,0.4,0.03146956419948435,0.0034902226500414997
3801,26,0.4,0.03146956419948435,0.0035367465456698855
3851,26,0.4,0.03146956419948435,0.0035832704412982713
3901,26,0.4,0.03146956419948435,0.0036297943369266563
3951,26,0.4,0.03146956419948435,0.0036763182325550425
4001,26,0.4,0.03146956419948435,0.003722842128183428
4051,26,0.4,0.03146956419948435,0.003769366023811814
4101,26,0.4,0.03146956419948435,0.0038158899194401996
4151,26,0.4,0.03146956419948435,0.003862413815068586
4201,26,0.4,0.03146956419948435,0.003908937710696972
4251,26,0.4,0.03146956419948435,0.003955461606325357
4301,26,0.4,0.03146956419948435,0.004001985501953742
4351,26,0.4,0.03146956419948435,0.004048509397582128
4401,26,0.4,0.03146956419948435,0.0040950332932105146
4451,26,0.4,0.03146956419948435,0.0041415571888389
4501,26,0.4,0.03146956419948435,0.004188081084467286
4551,26,0.4,0.03146956419948435,0.0042346049800956725
4601,26,0.4,0.03146956419948435,0.004281128875724057
4651,26,0.4,0.03146956419948435,0.004327652771352443
4701,26,0.4,0.03146956419948435,0.004374176666980829
4751,26,0.4,0.03146956419948435,0.004420700562609215
4801,26,0.4,0.03146956419948435,0.0044672244582376
4851,26,0.4,0.03146956419948435,0.004513748353865987
4901,26,0.4,0.03146956419948435,0.004560272249494372
4951,26,0.4,0.03146956419948435,0.004606796145122757
1,11,0.4,0.033282534044998854,0.0008887099404683911
51,21,0.4,0.033282534044998854,0.0005213151929293855
101,21,0.4,0.033282534044998854,0.0010324085193307438
151,21,0.4,0.033282534044998854,0.001543501845732102
201,21,0.4,0.033282534044998854,0.0020545951721334605
251,21,0.4,0.033282534044998854,0.0025656884985348185
301,21,0.4,0.033282534044998854,0.003076781824936177
351,21,0.4,0.033282534044998854,0.003587875151337535
401,21,0.4,0.033282534044998854,0.004098968477738893
451,21,0.4,0.033282534044998854,0.004610061804140252
551,26,0.4,0.033282534044998854,0.0005422297269950025
601,26,0.4,0.033282534044998854,0.0005914338764500843
651,26,0.4,0.033282534044998854,0.0006406380259051662
701,26,0.4,0.033282534044998854,0.000689842175360248
751,26,0.4,0.033282534044998854,0.0007390463248153298
801,26,0.4,0.033282534044998854,0.0007882504742704117
851,26,0.4,0.033282534044998854,0.0008374546237254936
901,26,0.4,0.033282534044998854,0.0008866587731805756
951,26,0.4,0.033282534044998854,0.0009358629226356576
1001,26,0.4,0.033282534044998854,0.0009850670720907395
1051,26,0.4,0.033282534044998854,0.0010342712215458212
1101,26,0.4,0.033282534044998854,0.0010834753710009032
1151,26,0.4,0.033282534044998854,0.001132679520455985
1201,26,0.4,0.033282534044998854,0.001181883669911067
1251,26,0.4,0.033282534044998854,0.0012310878193661488
1301,26,0.4,0.033282534044998854,0.0012802919688212307
1351,26,0.4,0.033282534044998854,0.0013294961182763127
1401,26,0.4,0.033282534044998854,0.0013787002677313946
1451,26,0.4,0.033282534044998854,0.0014279044171864766
1501,26,0.4,0.033282534044998854,0.0014771085666415585
1551,26,0.4,0.033282534044998854,0.0015263127160966403
1601,26,0.4,0.033282534044998854,0.0015755168655517222
1651,26,0.4,0.033282534044998854,0.0016247210150068037
1701,26,0.4,0.033282534044998854,0.0016739251644618857
1751,26,0.4,0.033282534044998854,0.0017231293139169678
1801,26,0.4,0.033282534044998854,0.0017723334633720496
1851,26,0.4,0.033282534044998854,0.0018215376128271315
1901,26,0.4,0.033282534044998854,0.0018707417622822132
1951,26,0.4,0.033282534044998854,0.0019199459117372952
2001,26,0.4,0.033282534044998854,0.0019691500611923774
2051,26,0.4,0.033282534044998854,0.002018354210647459
2101,26,0.4,0.033282534044998854,0.002067558360102541
2151,26,0.4,0.033282534044998854,0.0021167625095576226
2201,26,0.4,0.033282534044998854,0.0021659666590127043
2251,26,0.4,0.033282534044998854,0.002215170808467787
2301,26,0.4,0.033282534044998854,0.002264374957922868
2351,26,0.4,0.033282534044998854,0.0023135791073779504
2401,26,0.4,0.033282534044998854,0.002362783256833032
2451,26,0.4,0.033282534044998854,0.0024119874062881142
2501,26,0.4,0.033282534044998854,0.002461191555743196
2551,26,0.4,0.033282534044998854,0.0025103957051982777
2601,26,0.4,0.033282534044998854,0.00255959985465336
2651,26,0.4,0.033282534044998854,0.0026088040041084416
2701,26,0.4,0.033282534044998854,0.0026580081535635233
2751,26,0.4,0.033282534044998854,0.0027072123030186055
2801,26,0.4,0.033282534044998854,0.0027564164524736872
2851,26,0.4,0.033282534044998854,0.0028056206019287694
2901,26,0.4,0.033282534044998854,0.0028548247513838507
2951,26,0.4,0.033282534044998854,0.002904028900838933
3001,26,0.4,0.033282534044998854,0.0029532330502940146
3051,26,0.4,0.033282534044998854,0.0030024371997490963
3101,26,0.4,0.033282534044998854,0.0030516413492041785
3151,26,0.4,0.033282534044998854,0.0031008454986592607
3201,26,0.4,0.033282534044998854,0.003150049648114343
3251,26,0.4,0.033282534044998854,0.0031992537975694237
3301,26,0.4,0.033282534044998854,0.0032484579470245063
3351,26,0.4,0.033282534044998854,0.003297662096479588
3401,26,0.4,0.033282534044998854,0.00334686624593467
3451,26,0.4,0.033282534044998854,0.003396070395389752
3501,26,0.4,0.033282534044998854,0.0034452745448448337
3551,26,0.4,0.033282534044998854,0.0034944786942999154
3601,26,0.4,0.033282534044998854,0.0035436828437549975
3651,26,0.4,0.033282534044998854,0.0035928869932100793
3701,26,0.4,0.033282534044998854,0.0036420911426651614
3751,26,0.4,0.033282534044998854,0.0036912952921202427
3801,26,0.4,0.033282534044998854,0.0037404994415753245
3851,26,0.4,0.033282534044998854,0.0037897035910304066
3901,26,0.4,0.033282534044998854,0.003838907740485489
3951,26,0.4,0.033282534044998854,0.003888111889940571
4001,26,0.4,0.033282534044998854,0.003937316039395652
4051,26,0.4,0.033282534044998854,0.003986520188850734
4101,26,0.4,0.033282534044998854,0.004035724338305816
4151,26,0.4,0.033282534044998854,0.004084928487760898
4201,26,0.4,0.033282534044998854,0.004134132637215981
4251,26,0.4,0.033282534044998854,0.004183336786671062
4301,26,0.4,0.033282534044998854,0.0042325409361261435
4351,26,0.4,0.033282534044998854,0.004281745085581225
4401,26,0.4,0.033282534044998854,0.004330949235036308
4451,26,0.4,0.033282534044998854,0.00438015338449139
4501,26,0.4,0.033282534044998854,0.004429357533946471
4551,26,0.4,0.033282534044998854,0.004478561683401553
4601,26,0.4,0.033282534044998854,0.004527765832856635
4651,26,0.4,0.033282534044998854,0.004576969982311717
4701,26,0.4,0.033282534044998854,0.004626174131766799
4751,26,0.4,0.033282534044998854,0.00467537828122188
4801,26,0.4,0.033282534044998854,0.004724582430676962
4851,26,0.4,0.033282534044998854,0.004773786580132045
4901,26,0.4,0.033282534044998854,0.004822990729587127
4951,26,0.4,0.033282534044998854,0.004872194879042209
1,11,0.4,0.035199949558712286,0.0009399087531772296
51,21,0.4,0.035199949558712286,0.0005513482978938651
101,21,0.4,0.035199949558712286,0.0010918858448486347
151,21,0.4,0.035199949558712286,0.0016324233918034044
201,21,0.4,0.035199949558712286,0.002172960938758174
251,21,0.4,0.035199949558712286,0.0027134984857129438
301,21,0.4,0.035199949558712286,0.0032540360326677132
351,21,0.4,0.035199949558712286,0.0037945735796224827
401,21,0.4,0.035199949558712286,0.004335111126577252
451,21,0.4,0.035199949558712286,0.004875648673532022
501,26,0.4,0.035199949558712286,0.0005214289103436803
551,26,0.4,0.035199949558712286,0.0005734677237512333
601,26,0.4,0.035199949558712286,0.0006255065371587862
651,26,0.4,0.035199949558712286,0.0006775453505663392
701,26,0.4,0.035199949558712286,0.000729584163973892
751,26,0.4,0.035199949558712286,0.0007816229773814449
801,26,0.4,0.035199949558712286,0.0008336617907889977
851,26,0.4,0.035199949558712286,0.0008857006041965507
901,26,0.4,0.035199949558712286,0.0009377394176041036
951,26,0.4,0.035199949558712286,0.0009897782310116566
1001,26,0.4,0.035199949558712286,0.0010418170444192096
1051,26,0.4,0.035199949558712286,0.0010938558578267627
1101,26,0.4,0.035199949558712286,0.0011458946712343155
1151,26,0.4,0.035199949558712286,0.0011979334846418683
1201,26,0.4,0.035199949558712286,0.0012499722980494213
1251,26,0.4,0.035199949558712286,0.0013020111114569743
1301,26,0.4,0.035199949558712286,0.0013540499248645272
1351,26,0.4,0.035199949558712286,0.00140608873827208
1401,26,0.4,0.035199949558712286,0.001458127551679633
1451,26,0.4,0.035199949558712286,0.001510166365087186
1501,26,0.4,0.035199949558712286,0.001562205178494739
1551,26,0.4,0.035199949558712286,0.0016142439919022917
1601,26,0.4,0.035199949558712286,0.001666282805309845
1651,26,0.4,0.035199949558712286,0.0017183216187173975
1701,26,0.4,0.035199949558712286,0.0017703604321249505
1751,26,0.4,0.035199949558712286,0.0018223992455325036
1801,26,0.4,0.035199949558712286,0.0018744380589400564
1851,26,0.4,0.035199949558712286,0.0019264768723476094
1901,26,0.4,0.035199949558712286,0.001978515685755162
1951,26,0.4,0.035199949558712286,0.002030554499162715
2001,26,0.4,0.035199949558712286,0.002082593312570268
2051,26,0.4,0.035199949558712286,0.0021346321259778206
2101,26,0.4,0.035199949558712286,0.0021866709393853737
2151,26,0.4,0.035199949558712286,0.0022387097527929263
2201,26,0.4,0.035199949558712286,0.0022907485662004793
2251,26,0.4,0.035199949558712286,0.0023427873796080328
2301,26,0.4,0.035199949558712286,0.002394826193015586
2351,26,0.4,0.035199949558712286,0.002446865006423139
2401,26,0.4,0.035199949558712286,0.0024989038198306914
2451,26,0.4,0.035199949558712286,0.0025509426332382444
2501,26,0.4,0.035199949558712286,0.0026029814466457975
2551,26,0.4,0.035199949558712286,0.00265502026005335
2601,26,0.4,0.035199949558712286,0.002707059073460903
2651,26,0.4,0.035199949558712286,0.002759097886868456
2701,26,0.4,0.035199949558712286,0.002811136700276009
2751,26,0.4,0.035199949558712286,0.002863175513683562
2801,26,0.4,0.035199949558712286,0.0029152143270911152
2851,26,0.4,0.035199949558712286,0.002967253140498668
2901,26,0.4,0.035199949558712286,0.0030192919539062204
2951,26,0.4,0.035199949558712286,0.003071330767313774
3001,26,0.4,0.035199949558712286,0.0031233695807213265
3051,26,0.4,0.035199949558712286,0.0031754083941288795
3101,26,0.4,0.035199949558712286,0.003227447207536432
3151,26,0.4,0.035199949558712286,0.0032794860209439856
3201,26,0.4,0.035199949558712286,0.003331524834351538
3251,26,0.4,0.035199949558712286,0.0033835636477590907
3301,26,0.4,0.035199949558712286,0.003435602461166644
3351,26,0.4,0.035199949558712286,0.003487641274574197
3401,26,0.4,0.035199949558712286,0.00353968008798175
3451,26,0.4,0.035199949558712286,0.003591718901389303
3501,26,0.4,0.035199949558712286,0.003643757714796856
3551,26,0.4,0.035199949558712286,0.0036957965282044085
3601,26,0.4,0.035199949558712286,0.003747835341611962
3651,26,0.4,0.035199949558712286,0.0037998741550195145
3701,26,0.4,0.035199949558712286,0.003851912968427067
3751,26,0.4,0.035199949558712286,0.00390395178183462
3801,26,0.4,0.035199949558712286,0.003955990595242173
3851,26,0.4,0.035199949558712286,0.004008029408649726
3901,26,0.4,0.035199949558712286,0.004060068222057279
3951,26,0.4,0.035199949558712286,0.004112107035464832
4001,26,0.4,0.035199949558712286,0.004164145848872385
4051,26,0.4,0.035199949558712286,0.004216184662279938
4101,26,0.4,0.035199949558712286,0.004268223475687491
4151,26,0.4,0.035199949558712286,0.004320262289095044
4201,26,0.4,0.035199949558712286,0.004372301102502596
4251,26,0.4,0.035199949558712286,0.004424339915910149
4301,26,0.4,0.035199949558712286,0.004476378729317702
4351,26,0.4,0.035199949558712286,0.004528417542725255
4401,26,0.4,0.035199949558712286,0.004580456356132807
4451,26,0.4,0.035199949558712286,0.004632495169540361
4501,26,0.4,0.035199949558712286,0.0046845339829479134
4551,26,0.4,0.035199949558712286,0.0047365727963554665
4601,26,0.4,0.035199949558712286,0.0047886116097630195
4651,26,0.4,0.035199949558712286,0.0048406504231705725
4701,26,0.4,0.035199949558712286,0.0048926892365781256
4751,26,0.4,0.035199949558712286,0.004944728049985679
4801,26,0.4,0.035199949558712286,0.0049967668633932325
1,11,0.4,0.037227827882957455,0.0009940571429116302
51,21,0.4,0.037227827882957455,0.0005831116179106606
101,21,0.4,0.037227827882957455,0.0011547896746858179
151,21,0.4,0.037227827882957455,0.0017264677314609753
201,21,0.4,0.037227827882957455,0.0022981457882361323
251,21,0.4,0.037227827882957455,0.00286982384501129
301,21,0.4,0.037227827882957455,0.003441501901786447
351,21,0.4,0.037227827882957455,0.0040131799585616055
401,21,0.4,0.037227827882957455,0.004584858015336761
501,26,0.4,0.037227827882957455,0.0005514685665982163
551,26,0.4,0.037227827882957455,0.0006065053496918508
601,26,0.4,0.037227827882957455,0.0006615421327854852
651,26,0.4,0.037227827882957455,0.0007165789158791196
701,26,0.4,0.037227827882957455,0.0007716156989727538
751,26,0.4,0.037227827882957455,0.0008266524820663883
801,26,0.4,0.037227827882957455,0.0008816892651600225
851,26,0.4,0.037227827882957455,0.0009367260482536567
901,26,0.4,0.037227827882957455,0.0009917628313472911
951,26,0.4,0.037227827882957455,0.0010467996144409258
1001,26,0.4,0.037227827882957455,0.00110183639753456
1051,26,0.4,0.037227827882957455,0.0011568731806281944
1101,26,0.4,0.037227827882957455,0.001211909963721829
1151,26,0.4,0.037227827882957455,0.0012669467468154633
1201,26,0.4,0.037227827882957455,0.0013219835299090976
1251,26,0.4,0.037227827882957455,0.0013770203130027319
1301,26,0.4,0.037227827882957455,0.0014320570960963664
1351,26,0.4,0.037227827882957455,0.0014870938791900008
1401,26,0.4,0.037227827882957455,0.0015421306622836351
1451,26,0.4,0.037227827882957455,0.0015971674453772696
1501,26,0.4,0.037227827882957455,0.0016522042284709039
1551,26,0.4,0.037227827882957455,0.0017072410115645381
1601,26,0.4,0.037227827882957455,0.0017622777946581724
1651,26,0.4,0.037227827882957455,0.001817314577751807
1701,26,0.4,0.037227827882957455,0.0018723513608454412
1751,26,0.4,0.037227827882957455,0.0019273881439390759
1801,26,0.4,0.037227827882957455,0.00198242492703271
1851,26,0.4,0.037227827882957455,0.0020374617101263444
1901,26,0.4,0.037227827882957455,0.002092498493219979
1951,26,0.4,0.037227827882957455,0.002147535276313613
2001,26,0.4,0.037227827882957455,0.0022025720594072476
